ID,Week,Environment,Generation,N0,Census,Person,Setup.Order,Addition,Last.addition,Proportion.new
98,45,0.95,3,35,37,MJK,17,0,0,0
99,45,0.95,3,49,28,MJK,17,0,0,0
100,45,0.95,3,26,33,MJK,17,0,0,0
101,45,0.95,3,48,58,MJK,12,0,0,0
102,45,0.95,3,18,36,MJK,12,0,0,0
103,45,0.95,3,13,23,MJK,12,0,0,0
104,45,0.95,3,22,9,MJK,12,0,0,0
105,45,0.95,3,54,16,MJK,12,0,0,0
106,45,0.95,3,23,40,MJK,12,0,0,0
107,45,0.95,3,19,21,MJK,12,0,0,0
108,45,0.95,3,31,28,MJK,12,0,0,0
109,45,0.95,3,16,28,MJK,12,0,0,0
110,45,0.95,3,47,35,MJK,12,0,10,0.212765957
111,45,0.95,3,22,28,MJK,1,0,0,0
112,45,0.95,3,27,20,MJK,1,0,0,0
113,45,0.95,3,17,24,MJK,1,0,0,0
114,45,0.95,3,31,29,MJK,1,0,0,0
115,45,0.95,3,13,15,MJK,1,0,10,0.769230769
116,45,0.95,3,32,8,MJK,1,0,10,0.3125
117,45,0.95,3,25,10,MJK,1,0,10,0.4
118,45,0.95,3,32,14,MJK,1,0,10,0.3125
119,45,0.95,3,37,32,MJK,1,0,10,0.27027027
120,45,0.95,3,36,22,MJK,1,0,10,0.277777778
121,45,0.672,3,45,23,MJK,14,5,5,0.111111111
122,45,1.32,3,28,52,MJK,14,5,5,0.178571429
123,45,1.042,3,9,5,MJK,14,5,5,0.555555556
124,45,1.32,3,55,34,MJK,14,5,5,0.090909091
125,45,1.135,3,53,27,MJK,14,5,5,0.094339623
126,45,0.765,3,25,19,MJK,14,5,5,0.2
127,45,1.042,3,49,29,MJK,14,5,5,0.102040816
128,45,1.32,3,34,49,MJK,14,5,5,0.147058824
129,45,0.95,3,32,29,MJK,14,5,5,0.15625
130,45,1.228,3,10,25,MJK,14,5,5,0.5
131,45,1.135,3,13,20,MJK,3,5,5,0.384615385
132,45,1.228,3,48,45,MJK,3,5,5,0.104166667
133,45,1.042,3,9,3,MJK,3,5,5,0.555555556
134,45,1.228,3,27,29,MJK,3,5,5,0.185185185
135,45,1.228,3,18,46,MJK,3,5,5,0.277777778
136,45,0.765,3,30,10,MJK,3,5,5,0.166666667
137,45,1.32,3,10,11,MJK,3,5,5,0.5
138,45,1.135,3,18,10,MJK,3,5,5,0.277777778
139,45,0.857,3,19,17,MJK,3,5,5,0.263157895
140,45,0.765,3,17,2,MJK,3,5,5,0.294117647
141,45,1.042,3,9,3,MJK,21,5,5,0.555555556
142,45,1.32,3,34,40,MJK,21,5,5,0.147058824
143,45,1.135,3,28,18,MJK,21,5,5,0.178571429
144,45,0.58,3,20,23,MJK,21,5,5,0.25
145,45,0.857,3,5,3,MJK,21,5,5,1
146,45,0.95,3,21,11,MJK,21,5,5,0.238095238
147,45,0.672,3,24,2,MJK,21,5,5,0.208333333
148,45,0.672,3,5,2,MJK,21,5,5,1
149,45,1.32,3,5,0,MJK,21,5,5,1
150,45,0.765,3,16,3,MJK,21,5,5,0.3125
151,45,0.95,3,47,58,MJK,8,5,5,0.106382979
152,45,0.95,3,19,37,MJK,8,5,5,0.263157895
153,45,0.95,3,5,7,MJK,8,5,5,1
154,45,0.95,3,23,21,MJK,8,5,5,0.217391304
155,45,0.95,3,18,13,MJK,8,5,5,0.277777778
156,45,0.95,3,23,41,MJK,8,5,5,0.217391304
157,45,0.95,3,19,16,MJK,8,5,5,0.263157895
158,45,0.95,3,63,16,MJK,8,5,5,0.079365079
159,45,0.95,3,20,16,MJK,8,5,5,0.25
160,45,0.95,3,32,32,MJK,8,5,5,0.15625
161,45,0.95,3,19,22,MJK,4,5,5,0.263157895
162,45,0.95,3,40,27,MJK,4,5,5,0.125
163,45,0.95,3,24,22,MJK,4,5,5,0.208333333
164,45,0.95,3,40,15,MJK,4,5,5,0.125
165,45,0.95,3,16,13,MJK,4,5,5,0.3125
166,45,0.95,3,36,29,MJK,4,5,5,0.138888889
167,45,0.95,3,33,35,MJK,4,5,5,0.151515152
168,45,0.95,3,14,16,MJK,4,5,5,0.357142857
169,45,0.95,3,34,17,MJK,4,5,5,0.147058824
170,45,0.95,3,30,18,MJK,4,5,5,0.166666667
171,45,0.95,3,13,18,MJK,19,5,5,0.384615385
172,45,0.95,3,13,7,MJK,19,5,5,0.384615385
173,45,0.95,3,20,26,MJK,19,5,5,0.25
174,45,0.95,3,26,15,MJK,19,5,5,0.192307692
175,45,0.95,3,27,45,MJK,19,5,5,0.185185185
176,45,0.95,3,45,32,MJK,19,5,5,0.111111111
177,45,0.95,3,26,16,MJK,19,5,5,0.192307692
178,45,0.95,3,23,23,MJK,19,5,5,0.217391304
179,45,0.95,3,27,17,MJK,19,5,5,0.185185185
180,45,0.95,3,23,27,MJK,19,5,5,0.217391304
181,45,0.672,3,20,13,MJK,24,4,4,0.2
182,45,1.228,3,19,26,MJK,24,4,4,0.210526316
183,45,0.95,3,16,15,MJK,24,4,4,0.25
184,45,1.135,3,19,15,MJK,24,4,4,0.210526316
185,45,1.042,3,17,5,MJK,24,4,4,0.235294118
186,45,1.135,3,7,6,MJK,24,4,4,0.571428571
187,45,0.857,3,15,11,MJK,24,4,4,0.266666667
188,45,0.857,3,19,6,MJK,24,4,4,0.210526316
189,45,1.135,3,18,18,MJK,24,4,4,0.222222222
190,45,1.32,3,30,53,MJK,24,4,4,0.133333333
191,45,1.042,3,17,22,CAH,11,4,4,0.235294118
192,45,1.135,3,19,15,CAH,11,4,4,0.210526316
193,45,1.042,3,16,10,CAH,11,4,4,0.25
194,45,0.765,3,22,13,CAH,11,4,4,0.181818182
195,45,1.135,3,12,6,CAH,11,4,4,0.333333333
196,45,1.135,3,8,2,CAH,11,4,4,0.5
197,45,1.135,3,22,16,CAH,11,4,4,0.181818182
198,45,1.135,3,31,27,CAH,11,4,4,0.129032258
199,45,0.765,3,32,20,CAH,11,4,4,0.125
200,45,1.135,3,21,18,CAH,11,4,4,0.19047619
201,45,1.228,3,5,0,MJK,5,4,4,0.8
202,45,1.042,3,18,19,MJK,5,4,4,0.222222222
203,45,1.135,3,25,33,MJK,5,4,4,0.16
204,45,0.95,3,14,14,MJK,5,4,4,0.285714286
205,45,0.95,3,38,19,MJK,5,4,4,0.105263158
206,45,1.135,3,14,13,MJK,5,4,4,0.285714286
207,45,1.32,3,43,42,MJK,5,4,4,0.093023256
208,45,1.135,3,16,3,MJK,5,4,4,0.25
209,45,0.95,3,22,18,MJK,5,4,4,0.181818182
210,45,0.672,3,22,15,MJK,5,4,4,0.181818182
211,45,0.95,3,13,6,MJK,22,4,4,0.307692308
212,45,0.95,3,10,8,MJK,22,4,4,0.4
213,45,0.95,3,16,14,MJK,22,4,4,0.25
214,45,0.95,3,21,3,MJK,22,4,4,0.19047619
215,45,0.95,3,17,20,MJK,22,4,4,0.235294118
216,45,0.95,3,4,5,MJK,22,4,4,1
217,45,0.95,3,13,19,MJK,22,4,4,0.307692308
218,45,0.95,3,18,20,MJK,22,4,4,0.222222222
219,45,0.95,3,14,18,MJK,22,4,4,0.285714286
220,45,0.95,3,10,14,MJK,22,4,4,0.4
221,45,0.95,3,25,12,CAH,18,4,4,0.16
222,45,0.95,3,25,11,CAH,18,4,4,0.16
223,45,0.95,3,12,11,CAH,18,4,4,0.333333333
224,45,0.95,3,8,3,CAH,18,4,4,0.5
225,45,0.95,3,22,32,CAH,18,4,4,0.181818182
226,45,0.95,3,8,7,CAH,18,4,4,0.5
227,45,0.95,3,9,4,CAH,18,4,4,0.444444444
228,45,0.95,3,7,6,CAH,18,4,4,0.571428571
229,45,0.95,3,24,25,CAH,18,4,4,0.166666667
230,45,0.95,3,17,22,CAH,18,4,4,0.235294118
231,45,0.95,3,19,32,MJK,15,4,4,0.210526316
232,45,0.95,3,28,12,MJK,15,4,4,0.142857143
233,45,0.95,3,4,8,MJK,15,4,4,1
234,45,0.95,3,12,8,MJK,15,4,4,0.333333333
235,45,0.95,3,15,24,MJK,15,4,4,0.266666667
236,45,0.95,3,43,14,MJK,15,4,4,0.093023256
237,45,0.95,3,22,12,MJK,15,4,4,0.181818182
238,45,0.95,3,18,14,MJK,15,4,4,0.222222222
239,45,0.95,3,10,4,MJK,15,4,4,0.4
240,45,0.95,3,26,10,MJK,15,4,4,0.153846154
241,45,1.042,3,42,16,MJK,14,0,0,0
242,45,0.95,3,44,38,MJK,14,0,0,0
243,45,1.228,3,22,25,MJK,14,0,0,0
244,45,0.95,3,43,19,MJK,14,0,0,0
245,45,NA,3,0,,MJK,14,0,0,#DIV/0!
246,45,0.95,3,24,35,MJK,14,0,0,0
247,45,0.95,3,6,4,MJK,14,0,0,0
248,45,0.857,3,50,11,MJK,14,0,0,0
249,45,0.672,3,35,10,MJK,14,0,0,0
250,45,0.765,3,48,16,MJK,14,0,0,0
251,45,1.228,3,33,61,MJK,9,0,0,0
252,45,1.042,3,45,26,MJK,9,0,0,0
253,45,NA,3,0,,MJK,9,0,0,#DIV/0!
254,45,1.042,3,8,8,MJK,9,0,0,0
255,45,1.32,3,15,26,MJK,9,0,0,0
256,45,1.32,3,15,42,MJK,9,0,0,0
257,45,1.32,3,32,56,MJK,9,0,0,0
258,45,1.228,3,8,15,MJK,9,0,0,0
259,45,0.58,3,45,17,MJK,9,0,0,0
260,45,0.95,3,17,14,MJK,9,0,0,0
261,45,1.32,3,35,50,MJK,18,0,0,0
262,45,1.042,3,20,12,MJK,18,0,0,0
263,45,0.765,3,26,13,MJK,18,0,0,0
264,45,0.765,3,33,15,MJK,18,0,0,0
265,45,1.32,3,20,44,MJK,18,0,0,0
266,45,1.135,3,23,41,MJK,18,0,0,0
267,45,1.228,3,19,54,MJK,18,0,0,0
268,45,1.135,3,25,45,MJK,18,0,0,0
269,45,0.95,3,23,18,MJK,18,0,0,0
270,45,1.228,3,40,66,MJK,18,0,0,0
271,45,0.95,3,57,52,MJK,7,0,0,0
272,45,0.95,3,24,110,MJK,7,0,0,0
273,45,0.95,3,18,14,MJK,7,0,0,0
274,45,0.95,3,17,58,MJK,7,0,0,0
275,45,0.95,3,13,9,MJK,7,0,0,0
276,45,0.95,3,25,26,MJK,7,0,0,0
277,45,0.95,3,39,36,MJK,7,0,0,0
278,45,0.95,3,35,39,MJK,7,0,0,0
279,45,0.95,3,34,6,MJK,7,0,0,0
280,45,0.95,3,31,29,MJK,7,0,0,0
281,45,0.95,3,39,31,MJK,20,0,0,0
282,45,0.95,3,15,22,MJK,20,0,0,0
283,45,0.95,3,21,16,MJK,20,0,0,0
284,45,0.95,3,6,4,MJK,20,0,0,0
285,45,0.95,3,54,18,MJK,20,0,0,0
286,45,0.95,3,25,35,MJK,20,0,0,0
287,45,0.95,3,30,48,MJK,20,0,0,0
288,45,0.95,3,18,25,MJK,20,0,0,0
289,45,NA,3,0,,MJK,20,0,0,#DIV/0!
290,45,0.95,3,10,10,MJK,20,0,0,0
291,45,0.95,3,22,29,MJK,8,0,0,0
292,45,0.95,3,21,11,MJK,8,0,0,0
293,45,0.95,3,16,14,MJK,8,0,0,0
294,45,0.95,3,34,16,MJK,8,0,0,0
295,45,0.95,3,18,17,MJK,8,0,0,0
296,45,0.95,3,30,49,MJK,8,0,0,0
297,45,0.95,3,44,34,MJK,8,0,0,0
298,45,0.95,3,17,20,MJK,8,0,0,0
299,45,0.95,3,13,23,MJK,8,0,0,0
300,45,0.95,3,29,22,MJK,8,0,0,0
301,45,1.228,3,35,80,MJK,23,0,0,0
302,45,1.135,3,32,29,MJK,23,0,0,0
303,45,0.857,3,22,20,MJK,23,0,0,0
304,45,1.042,3,25,37,MJK,23,0,0,0
305,45,1.32,3,39,66,MJK,23,0,0,0
306,45,0.95,3,15,8,MJK,23,0,0,0
307,45,1.32,3,27,38,MJK,23,0,10,0.37037037
308,45,0.95,3,21,14,MJK,23,0,10,0.476190476
309,45,1.228,3,35,58,MJK,23,0,10,0.285714286
310,45,0.95,3,63,30,MJK,23,0,10,0.158730159
311,45,0.95,3,27,84,MJK,11,0,0,0
312,45,0.857,3,40,21,MJK,11,0,0,0
313,45,0.857,3,19,11,MJK,11,0,0,0
314,45,0.95,3,21,21,MJK,11,0,0,0
315,45,1.135,3,64,23,MJK,11,0,0,0
316,45,0.672,3,22,8,MJK,11,0,0,0
317,45,1.228,3,47,47,MJK,11,0,10,0.212765957
318,45,0.765,3,24,7,MJK,11,0,10,0.416666667
319,45,0.95,3,24,5,MJK,11,0,10,0.416666667
320,45,0.672,3,23,3,MJK,11,0,10,0.434782609
321,45,0.672,3,21,10,MJK,3,0,0,0
322,45,1.32,3,30,62,MJK,3,0,0,0
323,45,0.765,3,34,18,MJK,3,0,0,0
324,45,1.135,3,29,20,MJK,3,0,0,0
325,45,0.765,3,45,12,MJK,3,0,0,0
326,45,0.857,3,24,15,MJK,3,0,0,0
327,45,0.857,3,64,15,MJK,3,0,0,0
328,45,1.32,3,11,10,MJK,3,0,10,0.909090909
329,45,0.95,3,42,18,MJK,3,0,10,0.238095238
330,45,1.228,3,19,25,MJK,3,0,10,0.526315789
331,45,0.95,3,25,35,MJK,17,0,0,0
332,45,0.95,3,24,26,MJK,17,0,0,0
333,45,0.95,3,29,31,MJK,17,0,0,0
334,45,0.95,3,44,39,MJK,17,0,0,0
335,45,0.95,3,34,28,MJK,17,0,0,0
336,45,0.95,3,24,18,MJK,17,0,0,0
337,45,0.95,3,11,7,MJK,17,0,10,0.909090909
338,45,0.95,3,35,22,MJK,17,0,10,0.285714286
339,45,0.95,3,16,15,MJK,17,0,10,0.625
340,45,0.95,3,10,8,MJK,17,0,10,1
341,45,0.95,3,13,7,KRA,19,0,0,0
342,45,0.95,3,20,29,KRA,19,0,0,0
343,45,0.95,3,28,35,KRA,19,0,0,0
344,45,0.95,3,28,26,KRA,19,0,0,0
345,45,0.95,3,17,20,KRA,19,0,0,0
346,45,0.95,3,15,17,KRA,19,0,0,0
347,45,0.95,3,14,8,KRA,19,0,10,0.714285714
348,45,0.95,3,10,10,KRA,19,0,10,1
349,45,0.95,3,36,38,KRA,19,0,10,0.277777778
350,45,0.95,3,10,2,KRA,19,0,10,1
351,45,0.95,3,19,26,MJK,2,0,0,0
352,45,0.95,3,23,23,MJK,2,0,0,0
353,45,0.95,3,19,18,MJK,2,0,0,0
354,45,0.95,3,21,31,MJK,2,0,0,0
355,45,0.95,3,42,43,MJK,2,0,0,0
356,45,0.95,3,5,11,MJK,2,0,0,0
357,45,0.95,3,12,22,MJK,2,0,0,0
358,45,0.95,3,19,22,MJK,2,0,10,0.526315789
359,45,0.95,3,22,27,MJK,2,0,10,0.454545455
360,45,0.95,3,10,11,MJK,2,0,10,1
361,45,0.857,3,24,24,MJK,1,5,5,0.208333333
362,45,0.857,3,9,11,MJK,1,5,5,0.555555556
363,45,0.672,3,19,15,MJK,1,5,5,0.263157895
364,45,0.58,3,38,28,MJK,1,5,5,0.131578947
365,45,0.95,3,7,2,MJK,1,5,5,0.714285714
366,45,1.228,3,12,16,MJK,1,5,5,0.416666667
367,45,0.765,3,14,4,MJK,1,5,5,0.357142857
368,45,0.765,3,5,1,MJK,1,5,5,1
369,45,0.95,3,19,15,MJK,1,5,5,0.263157895
370,45,0.857,3,28,15,MJK,1,5,5,0.178571429
371,45,0.857,3,41,13,MJK,10,5,5,0.12195122
372,45,1.042,3,20,13,MJK,10,5,5,0.25
373,45,0.765,3,14,3,MJK,10,5,5,0.357142857
374,45,1.042,3,25,6,MJK,10,5,5,0.2
375,45,1.135,3,21,17,MJK,10,5,5,0.238095238
376,45,0.672,3,23,9,MJK,10,5,5,0.217391304
377,45,0.857,3,31,12,MJK,10,5,5,0.161290323
378,45,0.765,3,13,17,MJK,10,5,5,0.384615385
379,45,1.32,3,16,43,MJK,10,5,5,0.3125
380,45,1.32,3,15,24,MJK,10,5,5,0.333333333
381,45,0.857,3,14,11,MJK,4,5,5,0.357142857
382,45,0.765,3,17,12,MJK,4,5,5,0.294117647
383,45,1.228,3,25,36,MJK,4,5,5,0.2
384,45,1.32,3,40,38,MJK,4,5,5,0.125
385,45,0.95,3,16,26,MJK,4,5,5,0.3125
386,45,0.765,3,13,6,MJK,4,5,5,0.384615385
387,45,1.135,3,12,31,MJK,4,5,5,0.416666667
388,45,1.32,3,23,25,MJK,4,5,5,0.217391304
389,45,1.135,3,14,12,MJK,4,5,5,0.357142857
390,45,1.32,3,33,45,MJK,4,5,5,0.151515152
391,45,0.95,3,67,37,KRA,24,5,5,0.074626866
392,45,0.95,3,12,16,KRA,24,5,5,0.416666667
393,45,0.95,3,23,21,KRA,24,5,5,0.217391304
394,45,0.95,3,31,19,KRA,24,5,5,0.161290323
395,45,0.95,3,13,6,KRA,24,5,5,0.384615385
396,45,0.95,3,24,13,KRA,24,5,5,0.208333333
397,45,0.95,3,13,22,KRA,24,5,5,0.384615385
398,45,0.95,3,26,30,KRA,24,5,5,0.192307692
399,45,0.95,3,25,18,KRA,24,5,5,0.2
400,45,0.95,3,46,72,KRA,24,5,5,0.108695652
401,45,0.95,3,11,14,MJK,12,5,5,0.454545455
402,45,0.95,3,10,12,MJK,12,5,5,0.5
403,45,0.95,3,24,20,MJK,12,5,5,0.208333333
404,45,0.95,3,17,22,MJK,12,5,5,0.294117647
405,45,0.95,3,15,7,MJK,12,5,5,0.333333333
406,45,0.95,3,10,14,MJK,12,5,5,0.5
407,45,0.95,3,20,19,MJK,12,5,5,0.25
408,45,0.95,3,38,27,MJK,12,5,5,0.131578947
409,45,0.95,3,15,15,MJK,12,5,5,0.333333333
410,45,0.95,3,20,23,MJK,12,5,5,0.25
411,45,0.95,3,5,2,MJK,13,5,5,1
412,45,0.95,3,14,26,MJK,13,5,5,0.357142857
413,45,0.95,3,24,10,MJK,13,5,5,0.208333333
414,45,0.95,3,56,24,MJK,13,5,5,0.089285714
415,45,0.95,3,8,14,MJK,13,5,5,0.625
416,45,0.95,3,45,27,MJK,13,5,5,0.111111111
417,45,0.95,3,5,8,MJK,13,5,5,1
418,45,0.95,3,12,15,MJK,13,5,5,0.416666667
419,45,0.95,3,12,19,MJK,13,5,5,0.416666667
420,45,0.95,3,13,7,MJK,13,5,5,0.384615385
421,45,1.135,3,41,14,MJK,16,4,4,0.097560976
422,45,1.135,3,25,17,MJK,16,4,4,0.16
423,45,1.32,3,31,30,MJK,16,4,4,0.129032258
424,45,0.857,3,14,6,MJK,16,4,4,0.285714286
425,45,0.765,3,20,13,MJK,16,4,4,0.2
426,45,0.857,3,31,8,MJK,16,4,4,0.129032258
427,45,1.228,3,19,28,MJK,16,4,4,0.210526316
428,45,1.135,3,30,18,MJK,16,4,4,0.133333333
429,45,0.95,3,32,21,MJK,16,4,4,0.125
430,45,1.228,3,9,8,MJK,16,4,4,0.444444444
431,45,0.672,3,4,6,KRA,5,4,4,1
432,45,1.042,3,31,25,KRA,5,4,4,0.129032258
433,45,0.857,3,23,9,KRA,5,4,4,0.173913043
434,45,0.765,3,32,19,KRA,5,4,4,0.125
435,45,1.135,3,20,17,KRA,5,4,4,0.2
436,45,1.042,3,24,11,KRA,5,4,4,0.166666667
437,45,0.95,3,15,15,KRA,5,4,4,0.266666667
438,45,1.228,3,4,21,KRA,5,4,4,1
439,45,0.765,3,16,12,KRA,5,4,4,0.25
440,45,1.32,3,29,6,KRA,5,4,4,0.137931034
441,45,1.228,3,12,21,KRA,21,4,4,0.333333333
442,45,0.95,3,20,10,KRA,21,4,4,0.2
443,45,0.857,3,22,11,KRA,21,4,4,0.181818182
444,45,1.228,3,5,6,KRA,21,4,4,0.8
445,45,0.672,3,15,9,KRA,21,4,4,0.266666667
446,45,1.228,3,8,9,KRA,21,4,4,0.5
447,45,0.58,3,13,6,KRA,21,4,4,0.307692308
448,45,0.95,3,41,29,KRA,21,4,4,0.097560976
449,45,0.95,3,7,11,KRA,21,4,4,0.571428571
450,45,0.765,3,11,5,KRA,21,4,4,0.363636364
451,45,0.95,3,37,31,MJK,22,4,4,0.108108108
452,45,0.95,3,14,3,MJK,22,4,4,0.285714286
453,45,0.95,3,14,9,MJK,22,4,4,0.285714286
454,45,0.95,3,25,12,MJK,22,4,4,0.16
455,45,0.95,3,23,15,MJK,22,4,4,0.173913043
456,45,0.95,3,13,17,MJK,22,4,4,0.307692308
457,45,0.95,3,22,16,MJK,22,4,4,0.181818182
458,45,0.95,3,6,3,MJK,22,4,4,0.666666667
459,45,0.95,3,4,2,MJK,22,4,4,1
460,45,0.95,3,13,15,MJK,22,4,4,0.307692308
461,45,0.95,3,26,17,MJK,15,4,4,0.153846154
462,45,0.95,3,21,31,MJK,15,4,4,0.19047619
463,45,0.95,3,29,25,MJK,15,4,4,0.137931034
464,45,0.95,3,24,18,MJK,15,4,4,0.166666667
465,45,0.95,3,22,25,MJK,15,4,4,0.181818182
466,45,0.95,3,36,3,MJK,15,4,4,0.111111111
467,45,0.95,3,11,9,MJK,15,4,4,0.363636364
468,45,0.95,3,29,18,MJK,15,4,4,0.137931034
469,45,0.95,3,32,13,MJK,15,4,4,0.125
470,45,0.95,3,12,5,MJK,15,4,4,0.333333333
471,45,0.95,3,30,37,MJK,6,4,4,0.133333333
472,45,0.95,3,8,10,MJK,6,4,4,0.5
473,45,0.95,3,9,7,MJK,6,4,4,0.444444444
474,45,0.95,3,18,28,MJK,6,4,4,0.222222222
475,45,0.95,3,19,18,MJK,6,4,4,0.210526316
476,45,0.95,3,6,12,MJK,6,4,4,0.666666667
477,45,0.95,3,15,17,MJK,6,4,4,0.266666667
478,45,0.95,3,19,18,MJK,6,4,4,0.210526316
479,45,0.95,3,55,56,MJK,6,4,4,0.072727273
480,45,0.95,3,8,6,MJK,6,4,4,0.5
481,46,1.135,3,28,24,MFO,1,0,0,0
482,46,0.857,3,8,24,MFO,1,0,0,0
483,46,1.228,3,33,79,MFO,1,0,0,0
484,46,1.042,3,33,39,MFO,1,0,0,0
485,46,0.95,3,17,17,MFO,1,0,0,0
486,46,0.95,3,19,20,MFO,1,0,0,0
487,46,0.765,3,33,23,MFO,1,0,0,0
488,46,1.228,3,50,46,MFO,1,0,0,0
489,46,0.95,3,60,55,MFO,1,0,0,0
490,46,0.95,3,25,27,MFO,1,0,0,0
491,46,1.32,3,35,68,MJK,11,0,0,0
492,46,1.042,3,9,17,MJK,11,0,0,0
493,46,1.135,3,22,23,MJK,11,0,0,0
494,46,NA,3,0,,MJK,11,0,0,#DIV/0!
495,46,1.32,3,19,29,MJK,11,0,0,0
496,46,0.857,3,28,55,MJK,11,0,0,0
497,46,1.228,3,49,47,MJK,11,0,0,0
498,46,1.135,3,18,13,MJK,11,0,0,0
499,46,1.135,3,10,5,MJK,11,0,0,0
500,46,1.042,3,49,31,MJK,11,0,0,0
501,46,1.042,3,53,82,MJK,9,0,0,0
502,46,1.32,3,44,62,MFO,9,0,0,0
503,46,1.32,3,10,15,MFO,9,0,0,0
504,46,1.228,3,29,20,MFO,9,0,0,0
505,46,0.857,3,40,10,MFO,9,0,0,0
506,46,1.32,3,49,29,MFO,9,0,0,0
507,46,0.765,3,71,42,MFO,9,0,0,0
508,46,0.95,3,25,35,MFO,9,0,0,0
509,46,0.765,3,56,23,MFO,9,0,0,0
510,46,1.228,3,37,51,MFO,9,0,0,0
511,46,0.95,3,43,14,MFO,2,0,0,0
512,46,0.95,3,14,19,MFO,2,0,0,0
513,46,0.95,3,42,11,MFO,2,0,0,0
514,46,0.95,3,48,20,MFO,2,0,0,0
515,46,0.95,3,22,10,MFO,2,0,0,0
516,46,0.95,3,27,20,MFO,2,0,0,0
517,46,0.95,3,25,25,MFO,2,0,0,0
518,46,0.95,3,13,10,MFO,2,0,0,0
519,46,0.95,3,60,15,MFO,2,0,0,0
520,46,0.95,3,30,13,MFO,2,0,0,0
521,46,0.95,3,24,23,MJK,3,0,0,0
522,46,0.95,3,55,13,MJK,3,0,0,0
523,46,0.95,3,14,7,MJK,3,0,0,0
524,46,0.95,3,11,4,MJK,3,0,0,0
525,46,0.95,3,48,24,MJK,3,0,0,0
526,46,0.95,3,13,21,MJK,3,0,0,0
527,46,0.95,3,23,15,MJK,3,0,0,0
528,46,0.95,3,53,19,MJK,3,0,0,0
529,46,0.95,3,40,13,MJK,3,0,0,0
530,46,0.95,3,26,16,MJK,3,0,0,0
531,46,0.95,3,25,38,MJK,16,0,0,0
532,46,0.95,3,13,9,MJK,16,0,0,0
533,46,0.95,3,42,16,MJK,16,0,0,0
534,46,0.95,3,19,9,MJK,16,0,0,0
535,46,0.95,3,30,15,MJK,16,0,0,0
536,46,0.95,3,20,22,MJK,16,0,0,0
537,46,0.95,3,30,24,MJK,16,0,0,0
538,46,0.95,3,34,21,MJK,16,0,0,0
539,46,0.95,3,55,12,MJK,16,0,0,0
540,46,0.95,3,47,20,MJK,16,0,0,0
541,46,1.135,3,11,10,MFO,5,0,0,0
542,46,1.135,3,47,25,MFO,5,0,0,0
543,46,1.228,3,24,47,MFO,5,0,0,0
544,46,0.672,3,14,17,MFO,5,0,0,0
545,46,1.32,3,22,58,MFO,5,0,0,0
546,46,1.135,3,5,12,MFO,5,0,0,0
547,46,1.135,3,16,5,MFO,5,0,0,0
548,46,1.042,3,6,8,MFO,5,0,0,0
549,46,0.765,3,32,11,MFO,5,0,0,0
550,46,0.765,3,30,17,MFO,5,0,0,0
551,46,0.857,3,41,39,MJK,14,0,0,0
552,46,1.042,3,41,25,MJK,14,0,0,0
553,46,0.765,3,16,34,MJK,14,0,0,0
554,46,1.135,3,24,51,MJK,14,0,0,0
555,46,1.228,3,39,52,MFO,14,0,0,0
556,46,0.765,3,43,20,MFO,14,0,0,0
557,46,1.135,3,51,24,MFO,14,0,0,0
558,46,0.672,3,25,22,MFO,14,0,0,0
559,46,0.765,3,9,6,MFO,14,0,0,0
560,46,1.042,3,22,24,MFO,14,0,0,0
561,46,0.95,3,25,32,MFO,6,0,0,0
562,46,0.857,3,17,10,MFO,6,0,0,0
563,46,1.228,3,20,23,MFO,6,0,0,0
564,46,1.32,3,19,29,MFO,6,0,0,0
565,46,1.042,3,49,24,MFO,6,0,0,0
566,46,1.042,3,43,38,MFO,6,0,0,0
567,46,0.857,3,64,18,MFO,6,0,0,0
568,46,1.135,3,20,38,MFO,6,0,0,0
569,46,1.32,3,21,44,MFO,6,0,0,0
570,46,1.228,3,23,48,MFO,6,0,0,0
571,46,0.95,3,8,25,MJK,23,0,0,0
572,46,0.95,3,1,0,MJK,23,0,0,0
573,46,0.95,3,7,10,MJK,23,0,0,0
574,46,0.95,3,6,0,MJK,23,0,0,0
575,46,0.95,3,7,24,MJK,23,0,0,0
576,46,0.95,3,9,3,MJK,23,0,0,0
577,46,0.95,3,9,14,MJK,23,0,0,0
578,46,0.95,3,15,20,MJK,23,0,0,0
579,46,0.95,3,18,17,MJK,23,0,0,0
580,46,0.95,3,9,9,MJK,23,0,0,0
581,46,0.95,3,7,16,MJK,22,0,0,0
582,46,0.95,3,4,0,MJK,22,0,0,0
583,46,0.95,3,15,12,MJK,22,0,0,0
584,46,0.95,3,18,17,MJK,22,0,0,0
585,46,0.95,3,3,0,MJK,22,0,0,0
586,46,0.95,3,51,14,MJK,22,0,0,0
587,46,0.95,3,8,0,MJK,22,0,0,0
588,46,0.95,3,14,23,MJK,22,0,0,0
589,46,0.95,3,8,0,MJK,22,0,0,0
590,46,0.95,3,8,8,MJK,22,0,0,0
591,46,0.95,3,10,9,MJK,18,0,0,0
592,46,0.95,3,8,0,MJK,18,0,0,0
593,46,0.95,3,19,26,MJK,18,0,0,0
594,46,0.95,3,13,17,MJK,18,0,0,0
595,46,0.95,3,38,33,MJK,18,0,0,0
596,46,0.95,3,7,6,MJK,18,0,0,0
597,46,0.95,3,8,12,MJK,18,0,0,0
598,46,0.95,3,8,3,MJK,18,0,0,0
