ID,block,color,number,size,environment,special,gap,notes,drought
448,2,green,5,4,fluctuating,FALSE,FALSE,,TRUE
449,2,green,5,4,fluctuating,FALSE,FALSE,,FALSE
450,2,green,5,4,fluctuating,FALSE,FALSE,,FALSE
451,2,green,5,4,stable,FALSE,FALSE,,FALSE
452,2,green,5,4,stable,FALSE,FALSE,,FALSE
453,2,green,5,4,stable,FALSE,FALSE,,TRUE
454,2,green,5,4,stable,FALSE,FALSE,,FALSE
455,2,green,5,4,stable,FALSE,FALSE,,FALSE
456,2,green,5,4,stable,FALSE,FALSE,,TRUE
457,2,green,5,4,stable,FALSE,FALSE,,FALSE
458,2,green,5,4,stable,FALSE,FALSE,,TRUE
459,2,green,5,4,stable,FALSE,FALSE,,FALSE
460,2,green,5,4,stable,FALSE,FALSE,,FALSE
461,2,green,5,4,stable,FALSE,FALSE,,TRUE
462,2,green,5,4,stable,FALSE,FALSE,,FALSE
463,2,green,5,4,stable,FALSE,FALSE,,FALSE
464,2,green,5,4,stable,FALSE,FALSE,,FALSE
465,2,green,5,4,stable,FALSE,FALSE,,FALSE
466,2,green,5,4,stable,FALSE,FALSE,,FALSE
467,2,green,5,4,stable,FALSE,FALSE,,FALSE
468,2,green,5,4,stable,FALSE,FALSE,,TRUE
469,2,green,5,4,stable,FALSE,FALSE,,FALSE
470,2,green,5,4,stable,FALSE,FALSE,,TRUE
471,2,green,5,4,stable,FALSE,FALSE,,TRUE
472,2,green,5,4,stable,FALSE,FALSE,,TRUE
473,2,green,5,4,stable,FALSE,FALSE,,TRUE
474,2,green,5,4,stable,FALSE,FALSE,,TRUE
475,2,green,5,4,stable,FALSE,FALSE,,FALSE
476,2,green,5,4,stable,FALSE,FALSE,,TRUE
477,2,green,5,4,stable,FALSE,FALSE,,TRUE
478,2,green,5,4,stable,FALSE,FALSE,,FALSE
479,2,green,5,4,stable,FALSE,FALSE,,TRUE
480,2,green,5,4,stable,FALSE,FALSE,,TRUE
481,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
482,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
483,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
484,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
485,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
486,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
487,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
488,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
489,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
490,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
491,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
492,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
493,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
494,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
495,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
496,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
497,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
498,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
499,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
500,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
501,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
502,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
503,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
504,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
505,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
506,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
507,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
508,3,pink,1,20,fluctuating,FALSE,FALSE,,FALSE
509,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
510,3,pink,1,20,fluctuating,FALSE,FALSE,,TRUE
511,3,pink,1,20,stable,FALSE,FALSE,,FALSE
512,3,pink,1,20,stable,FALSE,FALSE,,FALSE
513,3,pink,1,20,stable,FALSE,FALSE,,FALSE
514,3,pink,1,20,stable,FALSE,FALSE,,TRUE
515,3,pink,1,20,stable,FALSE,FALSE,,TRUE
516,3,pink,1,20,stable,FALSE,FALSE,,FALSE
517,3,pink,1,20,stable,FALSE,FALSE,,TRUE
518,3,pink,1,20,stable,FALSE,FALSE,,FALSE
519,3,pink,1,20,stable,FALSE,FALSE,,FALSE
520,3,pink,1,20,stable,FALSE,FALSE,,FALSE
521,3,pink,1,20,stable,FALSE,FALSE,,TRUE
522,3,pink,1,20,stable,FALSE,FALSE,,FALSE
523,3,pink,1,20,stable,FALSE,FALSE,,FALSE
524,3,pink,1,20,stable,FALSE,FALSE,,FALSE
525,3,pink,1,20,stable,FALSE,FALSE,,TRUE
526,3,pink,1,20,stable,FALSE,FALSE,,FALSE
527,3,pink,1,20,stable,FALSE,FALSE,,FALSE
528,3,pink,1,20,stable,FALSE,FALSE,,TRUE
529,3,pink,1,20,stable,FALSE,FALSE,,TRUE
530,3,pink,1,20,stable,FALSE,FALSE,,FALSE
531,3,pink,1,20,stable,FALSE,FALSE,,FALSE
532,3,pink,1,20,stable,FALSE,FALSE,,FALSE
533,3,pink,1,20,stable,FALSE,FALSE,,FALSE
534,3,pink,1,20,stable,FALSE,FALSE,,FALSE
535,3,pink,1,20,stable,FALSE,FALSE,,FALSE
536,3,pink,1,20,stable,FALSE,FALSE,,FALSE
537,3,pink,1,20,stable,FALSE,FALSE,,FALSE
538,3,pink,1,20,stable,FALSE,FALSE,,TRUE
539,3,pink,1,20,stable,FALSE,FALSE,,TRUE
540,3,pink,1,20,stable,FALSE,FALSE,,TRUE
541,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
542,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
543,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
544,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
545,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
546,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
547,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
548,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
549,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
550,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
551,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
552,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
553,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
554,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
555,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
556,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
557,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
558,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
559,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
560,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
561,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
562,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
563,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
564,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
565,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
566,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
567,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
568,3,pink,2,10,fluctuating,FALSE,FALSE,,TRUE
569,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
570,3,pink,2,10,fluctuating,FALSE,FALSE,,FALSE
571,3,pink,2,10,stable,FALSE,FALSE,,FALSE
572,3,pink,2,10,stable,FALSE,FALSE,,TRUE
573,3,pink,2,10,stable,FALSE,FALSE,,TRUE
574,3,pink,2,10,stable,FALSE,FALSE,,TRUE
575,3,pink,2,10,stable,FALSE,FALSE,,TRUE
576,3,pink,2,10,stable,FALSE,FALSE,,FALSE
577,3,pink,2,10,stable,FALSE,FALSE,,TRUE
578,3,pink,2,10,stable,FALSE,FALSE,,TRUE
579,3,pink,2,10,stable,FALSE,FALSE,,TRUE
580,3,pink,2,10,stable,FALSE,FALSE,,FALSE
581,3,pink,2,10,stable,FALSE,FALSE,,FALSE
582,3,pink,2,10,stable,FALSE,FALSE,,TRUE
583,3,pink,2,10,stable,FALSE,FALSE,,FALSE
584,3,pink,2,10,stable,FALSE,FALSE,,FALSE
585,3,pink,2,10,stable,FALSE,FALSE,,FALSE
586,3,pink,2,10,stable,FALSE,FALSE,,TRUE
587,3,pink,2,10,stable,FALSE,FALSE,,TRUE
588,3,pink,2,10,stable,FALSE,FALSE,,FALSE
589,3,pink,2,10,stable,FALSE,FALSE,,TRUE
590,3,pink,2,10,stable,FALSE,FALSE,,TRUE
591,3,pink,2,10,stable,FALSE,FALSE,,TRUE
592,3,pink,2,10,stable,FALSE,FALSE,,TRUE
593,3,pink,2,10,stable,FALSE,FALSE,,FALSE
594,3,pink,2,10,stable,FALSE,FALSE,,FALSE
595,3,pink,2,10,stable,FALSE,FALSE,,FALSE
596,3,pink,2,10,stable,FALSE,FALSE,,FALSE
597,3,pink,2,10,stable,FALSE,FALSE,,FALSE
598,3,pink,2,10,stable,FALSE,FALSE,,TRUE
599,3,pink,2,10,stable,FALSE,FALSE,,FALSE
600,3,pink,2,10,stable,FALSE,FALSE,,TRUE
601,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
602,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
603,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
604,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
605,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
606,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
607,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
608,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
609,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
610,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
611,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
612,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
613,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
614,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
615,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
616,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
617,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
618,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
619,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
620,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
621,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
622,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
623,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
624,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
625,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
626,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
627,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
628,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
629,3,pink,4,5,fluctuating,FALSE,FALSE,,TRUE
630,3,pink,4,5,fluctuating,FALSE,FALSE,,FALSE
631,3,pink,4,5,stable,FALSE,FALSE,,FALSE
632,3,pink,4,5,stable,FALSE,FALSE,,FALSE
633,3,pink,4,5,stable,FALSE,FALSE,,FALSE
634,3,pink,4,5,stable,FALSE,FALSE,,FALSE
635,3,pink,4,5,stable,FALSE,FALSE,,TRUE
636,3,pink,4,5,stable,FALSE,FALSE,,FALSE
637,3,pink,4,5,stable,FALSE,FALSE,,FALSE
638,3,pink,4,5,stable,FALSE,FALSE,,TRUE
639,3,pink,4,5,stable,FALSE,FALSE,,FALSE
640,3,pink,4,5,stable,FALSE,FALSE,,TRUE
641,3,pink,4,5,stable,FALSE,FALSE,,FALSE
642,3,pink,4,5,stable,FALSE,FALSE,,FALSE
643,3,pink,4,5,stable,FALSE,FALSE,,TRUE
644,3,pink,4,5,stable,FALSE,FALSE,,FALSE
645,3,pink,4,5,stable,FALSE,FALSE,,FALSE
646,3,pink,4,5,stable,FALSE,FALSE,,FALSE
647,3,pink,4,5,stable,FALSE,FALSE,,TRUE
648,3,pink,4,5,stable,FALSE,FALSE,,TRUE
649,3,pink,4,5,stable,FALSE,FALSE,,FALSE
650,3,pink,4,5,stable,FALSE,FALSE,,FALSE
651,3,pink,4,5,stable,FALSE,FALSE,,FALSE
652,3,pink,4,5,stable,FALSE,FALSE,,TRUE
653,3,pink,4,5,stable,FALSE,FALSE,,FALSE
654,3,pink,4,5,stable,FALSE,FALSE,,FALSE
655,3,pink,4,5,stable,FALSE,FALSE,,FALSE
656,3,pink,4,5,stable,FALSE,FALSE,,TRUE
657,3,pink,4,5,stable,FALSE,FALSE,,FALSE
658,3,pink,4,5,stable,FALSE,FALSE,,FALSE
659,3,pink,4,5,stable,FALSE,FALSE,,FALSE
660,3,pink,4,5,stable,FALSE,FALSE,,TRUE
661,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
662,3,pink,5,4,fluctuating,FALSE,FALSE,,TRUE
663,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
664,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
665,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
666,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
667,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
668,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
669,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
670,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
671,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
672,3,pink,5,4,fluctuating,FALSE,FALSE,,TRUE
673,3,pink,5,4,fluctuating,FALSE,FALSE,,TRUE
674,3,pink,5,4,fluctuating,FALSE,FALSE,,TRUE
675,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
676,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
677,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
678,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
679,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
680,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
681,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
682,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
683,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
684,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
685,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
686,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
687,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
688,3,pink,5,4,fluctuating,FALSE,FALSE,,TRUE
689,3,pink,5,4,fluctuating,FALSE,FALSE,,TRUE
690,3,pink,5,4,fluctuating,FALSE,FALSE,,FALSE
691,3,pink,5,4,stable,TRUE,FALSE,Fell on floor during extraction,FALSE
692,3,pink,5,4,stable,FALSE,FALSE,,TRUE
693,3,pink,5,4,stable,FALSE,FALSE,,TRUE
694,3,pink,5,4,stable,FALSE,FALSE,,FALSE
695,3,pink,5,4,stable,FALSE,FALSE,,FALSE
696,3,pink,5,4,stable,FALSE,FALSE,,FALSE
697,3,pink,5,4,stable,FALSE,FALSE,,FALSE
698,3,pink,5,4,stable,FALSE,FALSE,,FALSE
699,3,pink,5,4,stable,FALSE,FALSE,,TRUE
700,3,pink,5,4,stable,FALSE,FALSE,,FALSE
701,3,pink,5,4,stable,FALSE,FALSE,,FALSE
702,3,pink,5,4,stable,FALSE,FALSE,,FALSE
703,3,pink,5,4,stable,FALSE,FALSE,,FALSE
704,3,pink,5,4,stable,FALSE,FALSE,,FALSE
705,3,pink,5,4,stable,FALSE,FALSE,,FALSE
706,3,pink,5,4,stable,FALSE,FALSE,,FALSE
707,3,pink,5,4,stable,FALSE,FALSE,,FALSE
708,3,pink,5,4,stable,FALSE,FALSE,,TRUE
709,3,pink,5,4,stable,FALSE,FALSE,,TRUE
710,3,pink,5,4,stable,FALSE,FALSE,,FALSE
711,3,pink,5,4,stable,FALSE,FALSE,,TRUE
712,3,pink,5,4,stable,FALSE,FALSE,,TRUE
713,3,pink,5,4,stable,FALSE,FALSE,,FALSE
714,3,pink,5,4,stable,FALSE,FALSE,,TRUE
715,3,pink,5,4,stable,FALSE,FALSE,,FALSE
716,3,pink,5,4,stable,FALSE,FALSE,,FALSE
717,3,pink,5,4,stable,FALSE,FALSE,,TRUE
718,3,pink,5,4,stable,FALSE,FALSE,,FALSE
719,3,pink,5,4,stable,FALSE,FALSE,,FALSE
720,3,pink,5,4,stable,FALSE,FALSE,,FALSE
721,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
722,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
723,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
724,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
725,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
726,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
727,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
728,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
729,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
730,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
731,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
732,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
733,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
734,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
735,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
736,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
737,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
738,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
739,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
740,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
741,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
742,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
743,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
744,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
745,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
746,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
747,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
748,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
749,4,yellow,1,20,fluctuating,FALSE,FALSE,,FALSE
750,4,yellow,1,20,fluctuating,FALSE,FALSE,,TRUE
751,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
752,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
753,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
754,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
755,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
756,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
757,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
758,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
759,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
760,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
761,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
762,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
763,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
764,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
765,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
766,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
767,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
768,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
769,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
770,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
771,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
772,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
773,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
774,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
775,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
776,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
777,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
778,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
779,4,yellow,1,20,stable,FALSE,FALSE,,TRUE
780,4,yellow,1,20,stable,FALSE,FALSE,,FALSE
781,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
782,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
783,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
784,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
785,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
786,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
787,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
788,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
789,4,yellow,2,10,fluctuating,FALSE,TRUE,,TRUE
790,4,yellow,2,10,fluctuating,FALSE,TRUE,,FALSE
791,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
792,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
793,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
794,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
795,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
796,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
797,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
798,4,yellow,2,10,fluctuating,TRUE,FALSE,Extra beetle 1st gen,TRUE
799,4,yellow,2,10,fluctuating,TRUE,FALSE,Extra beetle 1st gen,TRUE
800,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
801,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
802,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
803,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
804,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
805,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
806,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
807,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
808,4,yellow,2,10,fluctuating,FALSE,FALSE,,TRUE
809,4,yellow,2,10,fluctuating,FALSE,FALSE,,FALSE
810,4,yellow,2,10,fluctuating,FALSE,TRUE,,TRUE
811,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
812,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
813,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
814,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
815,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
816,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
817,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
818,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
819,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
820,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
821,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
822,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
823,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
824,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
825,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
826,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
827,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
828,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
829,4,yellow,2,10,stable,FALSE,TRUE,,FALSE
830,4,yellow,2,10,stable,FALSE,TRUE,,FALSE
831,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
832,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
833,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
834,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
835,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
836,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
837,4,yellow,2,10,stable,FALSE,FALSE,,FALSE
838,4,yellow,2,10,stable,FALSE,FALSE,,TRUE
839,4,yellow,2,10,stable,FALSE,TRUE,,TRUE
840,4,yellow,2,10,stable,FALSE,TRUE,,FALSE
841,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
842,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
843,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
844,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
845,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
846,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
847,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
848,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
849,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
850,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
851,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
852,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
853,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
854,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
855,4,yellow,4,5,fluctuating,TRUE,FALSE,Has 3 tablespoons of media for generation 4,FALSE
856,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
857,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
858,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
859,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
860,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
861,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
862,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
863,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
864,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
865,4,yellow,4,5,fluctuating,FALSE,FALSE,,TRUE
866,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
867,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
868,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
869,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
870,4,yellow,4,5,fluctuating,FALSE,FALSE,,FALSE
871,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
872,4,yellow,4,5,stable,FALSE,FALSE,,FALSE
873,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
874,4,yellow,4,5,stable,FALSE,FALSE,,FALSE
875,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
876,4,yellow,4,5,stable,FALSE,FALSE,,FALSE
877,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
878,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
879,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
880,4,yellow,4,5,stable,FALSE,FALSE,,FALSE
881,4,yellow,4,5,stable,FALSE,FALSE,,FALSE
882,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
883,4,yellow,4,5,stable,FALSE,FALSE,,FALSE
884,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
885,4,yellow,4,5,stable,FALSE,FALSE,,TRUE
